SA Professional Approach,SA Attitude And Friendliness,SA Product Knowledge,On The Promised Time,Completed First Time,SA Explained The Work ,Cleaned Properly ,NPS,Service Advisor,PLANT
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,KALINDU BALASINGHE,Matara Branch
10,10,10,10,10,10,10,10,KALPAJITH WIJETHUNGA,Mathugama Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,KALPAJITH WIJETHUNGA,Mathugama Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,CHIRAN MEDAGEDARA,Mahiyangana Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,Chathuranga de silva,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,10,10,10,10,10,Chathuranga de silva,Siyambalape Service Complex
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
9,9,9,9,9,9,9,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
9,9,9,9,9,9,9,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,ADEESHA PALIHAWADANA,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,10,10,10,10,10,KALPAJITH WIJETHUNGA,Mathugama Branch
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,KALPAJITH WIJETHUNGA,Mathugama Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,KALINDU BALASINGHE,Matara Branch
9,9,9,9,9,9,9,10,Lakmal Perera,Kuruwita Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,ADEESHA PALIHAWADANA,Siyambalape Service Complex
10,10,10,10,10,10,10,10,ADEESHA PALIHAWADANA,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,10,10,10,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,Chathuranga de silva,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
10,10,10,10,10,10,10,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,KALPAJITH WIJETHUNGA,Mathugama Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,8,RAJITHA WATTEGEDARA,Balagolla Branch
10,10,10,10,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
10,10,10,10,10,10,10,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
9,9,9,9,9,9,9,10,Samith Wickramasinghe,Puttlam Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,ADEESHA PALIHAWADANA,Siyambalape Service Complex
9,9,9,9,9,9,9,8,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,KALPAJITH WIJETHUNGA,Mathugama Branch
10,10,10,10,10,10,10,10,Rangana Srikantha,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KALINDU BALASINGHE,Matara Branch
10,10,10,10,10,10,10,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,KALPAJITH WIJETHUNGA,Mathugama Branch
10,10,10,10,10,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,ADEESHA PALIHAWADANA,Siyambalape Service Complex
10,10,10,10,10,10,10,10,JENISTAN NEJUID,Vavuniya Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
9,9,9,9,9,9,9,10,KALANA SILVA,Tissamaharama Branch
9,9,9,9,9,9,9,10,CHIRAN MEDAGEDARA,Mahiyangana Branch
10,10,10,10,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,KALINDU BALASINGHE,Matara Branch
9,9,9,9,9,9,9,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,Lahiru Sandeep,Matara Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
9,9,9,9,9,9,9,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
9,9,9,9,9,9,9,10,KALINDU BALASINGHE,Matara Branch
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
9,9,9,9,9,9,9,10,KALANA SILVA,Tissamaharama Branch
9,9,9,9,9,9,9,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,Thuraisingam Prakash,Batticoloa Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
9,9,9,9,9,9,9,10,CHIRAN MEDAGEDARA,Mahiyangana Branch
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,ADEESHA PALIHAWADANA,Siyambalape Service Complex
10,10,10,10,10,10,10,10,IRANGA DISSANAYAKA,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,10,10,10,10,10,Chathuranga de silva,Siyambalape Service Complex
10,10,10,10,10,10,10,10,RANDIKA WIMALAGUNARATHNA,Matara Branch
10,10,10,10,10,10,10,10,JENISTAN NEJUID,Vavuniya Branch
10,10,10,10,10,10,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,10,10,10,10,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,KALINDU BALASINGHE,Matara Branch
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KALINDU BALASINGHE,Matara Branch
10,10,10,10,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Deepal Kariyawasam,Siyambalape Service Complex
10,10,10,10,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,ADEESHA PALIHAWADANA,Siyambalape Service Complex
10,10,10,10,10,10,10,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,10,10,10,10,10,10,Lakmal Perera,Kuruwita Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,10,10,10,10,KALINDU BALASINGHE,Matara Branch
10,10,10,10,10,10,10,10,RAJITHA WANNIARACHCHI,Siyambalape Service Complex
10,10,10,10,10,10,10,10,KALINDU BALASINGHE,Matara Branch
10,10,10,10,10,10,10,10,JENISTAN NEJUID,Vavuniya Branch
10,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,KALINDU BALASINGHE,Matara Branch
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,10,10,10,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
9,10,10,10,10,10,10,10,KALANA SILVA,Tissamaharama Branch
9,10,10,10,10,10,10,10,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,10,10,9,10,10,SUTHARSAN SUTHARSAN,Jaffna Branch
10,10,10,9,10,10,10,10,KALANA SILVA,Tissamaharama Branch
9,9,10,10,10,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,10,10,10,10,10,10,JENISTAN NEJUID,Vavuniya Branch
10,10,9,10,10,10,10,10,Thuraisingam Prakash,Batticoloa Branch
10,10,10,8,10,10,10,10,OSHADHA SURIYAARACHCHI,Siyambalape Service Complex
10,10,10,8,10,10,10,10,KAVINGA KITHULGODA,Rathmalana Branch
10,10,10,8,10,10,10,10,KALANA SILVA,Tissamaharama Branch
10,10,10,10,10,10,10,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,8,10,10,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
8,10,10,10,10,9,10,8,KALINDU BALASINGHE,Matara Branch
9,9,9,10,10,10,10,10,Chathuranga de silva,Siyambalape Service Complex
9,9,9,10,10,9,10,10,KAVINGA KITHULGODA,Rathmalana Branch
9,9,9,9,9,9,9,7,KALANA SILVA,Tissamaharama Branch
10,10,8,10,10,8,10,9,JANAKA HERATH,Kurunegala Regional Centere
8,8,10,10,10,8,10,10,KALINDU BALASINGHE,Matara Branch
10,10,10,6,10,10,10,10,Samith Wickramasinghe,Siyambalape Service Complex
10,10,10,4,10,10,10,10,ADEESHA PALIHAWADANA,Siyambalape Service Complex
9,9,9,8,10,8,10,10,ASIRI HERATH,Balagolla Branch
9,9,9,9,9,9,9,10,KALPAJITH WIJETHUNGA,Mathugama Branch
10,10,10,8,5,10,10,10,KALANA SILVA,Tissamaharama Branch
8,8,9,9,10,10,9,10,ASIRI HERATH,Balagolla Branch
9,9,9,9,9,9,9,9,CHIRAN MEDAGEDARA,Mahiyangana Branch
9,9,9,9,9,9,9,9,ADEESHA PALIHAWADANA,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Lakmal Perera,Kuruwita Branch
9,9,9,9,9,9,9,9,Lakmal Perera,Kuruwita Branch
9,9,9,9,9,9,9,9,CHIRAN MEDAGEDARA,Mahiyangana Branch
9,9,9,9,9,9,9,9,UMESH SABARAGAMUWA,Rathmalana Branch
9,9,9,9,9,9,9,9,Chathuranga de silva,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Deepal Kariyawasam,Siyambalape Service Complex
9,9,9,9,9,9,9,9,Lakmal Perera,Kuruwita Branch
9,9,9,9,9,9,9,9,UMESH SABARAGAMUWA,Rathmalana Branch
9,9,9,9,9,9,9,9,KAPILA KARUNARATHNA,Anuradhapura Branch
9,9,9,9,9,9,9,9,ADEESHA PALIHAWADANA,Siyambalape Service Complex
9,9,9,9,9,9,9,9,JENISTAN NEJUID,Vavuniya Branch
9,9,9,9,9,9,9,9,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,10,KALINDU BALASINGHE,Matara Branch
9,9,9,9,9,9,9,9,CHANDRAKUMARA KODIPPILI,Siyambalape Service Complex
9,9,9,9,9,9,9,9,KAVINGA KITHULGODA,Rathmalana Branch
9,9,9,9,9,9,9,9,Lahiru Sandeep,Matara Branch
9,9,9,9,9,9,9,9,KALINDU BALASINGHE,Matara Branch
10,10,10,10,8,8,7,9,ASIRI HERATH,Balagolla Branch
10,10,10,10,9,5,9,9,KAVINGA KITHULGODA,Rathmalana Branch
10,5,10,10,10,10,10,7,ADEESHA PALIHAWADANA,Siyambalape Service Complex
10,10,10,7,10,7,10,10,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,10,8,8,8,8,Samith Wickramasinghe,Siyambalape Service Complex
9,9,9,9,9,9,9,,Chathuranga de silva,Siyambalape Service Complex
9,9,9,9,9,9,9,,CHIRAN MEDAGEDARA,Mahiyangana Branch
9,9,9,10,8,9,10,10,KALANA SILVA,Tissamaharama Branch
9,9,9,9,9,9,9,,PRADEEP PRIYANKARA,Embilipitiya Branch
9,9,9,9,9,9,9,,KALINDU BALASINGHE,Matara Branch
9,9,9,9,9,9,9,,Thuraisingam Prakash,Batticoloa Branch
9,9,9,9,9,9,9,,CHAMILA GUNATILAKE,Siyambalape Service Complex
8,8,9,7,10,10,9,9,ASIRI HERATH,Balagolla Branch
8,8,9,9,9,8,10,10,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,10,1,10,10,10,CHALANA JAYATHILAKE,Anuradhapura Branch
8,8,8,10,10,10,8,10,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
8,8,8,10,8,10,9,9,JANAKA HERATH,Kurunegala Regional Centere
10,10,10,0,10,10,10,5,KAPILA KARUNARATHNA,Anuradhapura Branch
8,9,8,9,9,8,9,9,SUTHARSAN SUTHARSAN,Jaffna Branch
8,8,8,9,9,8,10,10,Lahiru Sandeep,Matara Branch
8,10,10,8,8,8,8,9,ASIRI HERATH,Balagolla Branch
9,9,9,8,8,9,8,9,Lakmal Perera,Kuruwita Branch
9,9,9,8,8,9,9,9,KAVINGA KITHULGODA,Rathmalana Branch
10,8,8,5,8,10,10,10,Thuraisingam Prakash,Batticoloa Branch
10,10,7,10,7,7,10,8,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
9,9,9,10,7,8,10,10,Samith Wickramasinghe,Siyambalape Service Complex
7,7,10,10,7,7,10,10,UMESH SABARAGAMUWA,Rathmalana Branch
8,8,9,8,9,8,10,10,Samith Wickramasinghe,Siyambalape Service Complex
8,8,8,7,9,8,10,10,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,9,10,10,10,0,10,Deepal Kariyawasam,Siyambalape Service Complex
9,9,8,7,9,8,10,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
8,8,8,10,8,10,8,10,Lakmal Perera,Kuruwita Branch
7,7,8,9,8,8,10,10,JANAKA HERATH,Kurunegala Regional Centere
9,9,9,8,7,8,9,8,Deepal Kariyawasam,Siyambalape Service Complex
9,9,8,6,8,8,10,8,SUTHARSAN SUTHARSAN,Jaffna Branch
8,8,8,7,8,9,10,9,UMESH SABARAGAMUWA,Rathmalana Branch
8,8,10,10,10,0,10,0,Chathuranga de silva,Siyambalape Service Complex
8,8,10,8,8,8,8,,KAPILA KARUNARATHNA,Anuradhapura Branch
10,10,10,8,8,5,8,5,ADEESHA PALIHAWADANA,Siyambalape Service Complex
8,8,0,10,10,10,10,5,KAVINGA KITHULGODA,Rathmalana Branch
8,8,8,10,7,8,8,9,ASIRI HERATH,Balagolla Branch
8,8,8,8,7,8,9,10,Samith Wickramasinghe,Siyambalape Service Complex
8,9,8,8,8,8,8,10,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,8,9,3,8,9,10,SUTHARSAN SUTHARSAN,Jaffna Branch
7,7,6,9,9,10,8,7,KAPILA KARUNARATHNA,Anuradhapura Branch
8,8,8,8,8,8,8,8,Samith Wickramasinghe,Puttlam Branch
8,8,8,8,8,8,8,8,KALANA SILVA,Tissamaharama Branch
8,8,8,8,8,8,8,8,JANAKA HERATH,Kurunegala Regional Centere
8,8,8,8,8,8,8,8,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
8,8,8,8,8,8,8,8,Samith Wickramasinghe,Siyambalape Service Complex
8,8,8,8,8,8,8,8,Deepal Kariyawasam,Siyambalape Service Complex
8,8,8,8,8,8,8,8,Lakmal Perera,Kuruwita Branch
8,8,8,8,8,8,8,8,Deepal Kariyawasam,Siyambalape Service Complex
8,8,8,8,8,8,8,8,SUTHARSAN SUTHARSAN,Jaffna Branch
8,8,8,8,8,8,8,8,Chathuranga de silva,Siyambalape Service Complex
8,8,8,8,8,8,8,8,ASIRI HERATH,Balagolla Branch
8,8,8,8,8,8,8,8,KAVINGA KITHULGODA,Rathmalana Branch
8,8,8,8,8,8,8,8,Lahiru Sandeep,Matara Branch
8,8,8,8,8,8,8,8,Lahiru Sandeep,Matara Branch
9,9,8,8,7,7,8,7,Thuraisingam Prakash,Batticoloa Branch
9,9,6,8,8,8,8,8,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
7,7,7,8,9,10,8,10,KALANA SILVA,Tissamaharama Branch
8,8,8,8,8,8,8,8,Lakmal Perera,Kuruwita Branch
9,9,8,7,9,7,5,9,KALPAJITH WIJETHUNGA,Mathugama Branch
7,7,8,8,8,8,8,5,KAPILA KARUNARATHNA,Anuradhapura Branch
8,10,8,10,8,8,2,10,Thuraisingam Prakash,Batticoloa Branch
8,8,10,8,8,5,7,8,Lakmal Perera,Kuruwita Branch
8,8,8,8,8,7,7,,KALANA SILVA,Tissamaharama Branch
6,5,8,8,8,8,8,10,KALANA SILVA,Tissamaharama Branch
8,8,7,7,7,8,8,10,KAPILA KARUNARATHNA,Anuradhapura Branch
8,8,8,8,7,8,8,8,JANAKA HERATH,Kurunegala Regional Centere
8,8,5,10,10,5,8,8,SUTHARSAN SUTHARSAN,Jaffna Branch
8,8,8,5,8,7,8,9,ADEESHA PALIHAWADANA,Siyambalape Service Complex
8,8,8,10,0,9,9,0,Samith Wickramasinghe,Siyambalape Service Complex
10,10,8,0,10,10,5,10,Lakmal Perera,Kuruwita Branch
7,8,8,6,8,8,7,8,UMESH SABARAGAMUWA,Rathmalana Branch
8,8,8,5,7,8,8,7,JANAKA HERATH,Kurunegala Regional Centere
8,8,8,8,4,8,8,7,CHAMILA GUNATILAKE,Siyambalape Service Complex
10,10,10,0,5,10,10,5,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
10,10,10,0,0,10,10,10,ASIRI HERATH,Balagolla Branch
10,10,7,5,5,8,7,8,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
5,5,5,10,10,5,10,8,KAPILA KARUNARATHNA,Anuradhapura Branch
8,8,8,7,6,7,8,8,IRANGA DISSANAYAKA,Kurunegala Regional Centere
10,10,10,0,5,8,8,8,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
7,7,7,7,7,8,7,8,KALANA SILVA,Tissamaharama Branch
8,8,7,6,7,6,8,8,KALPAJITH WIJETHUNGA,Mathugama Branch
8,8,4,8,8,8,6,8,ADEESHA PALIHAWADANA,Siyambalape Service Complex
10,10,10,10,0,10,0,7,Lahiru Sandeep,Matara Branch
8,8,3,10,10,0,9,6,Samith Wickramasinghe,Siyambalape Service Complex
7,7,7,7,7,7,6,7,CHAMILA GUNATILAKE,Siyambalape Service Complex
8,8,9,3,0,10,10,8,Thuraisingam Prakash,Batticoloa Branch
8,8,5,8,10,5,5,8,ADEESHA PALIHAWADANA,Siyambalape Service Complex
8,7,7,0,8,8,8,6,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,10,1,3,10,3,4,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
5,5,5,10,10,0,10,5,PRADEEP PRIYANKARA,Embilipitiya Branch
10,10,10,0,10,0,10,7,UMESH SABARAGAMUWA,Rathmalana Branch
7,7,10,10,0,0,10,10,Samith Wickramasinghe,Siyambalape Service Complex
9,8,2,4,2,9,7,8,KAVINGA KITHULGODA,Rathmalana Branch
9,8,2,4,2,9,7,8,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
5,5,6,7,7,5,8,6,CHALANA JAYATHILAKE,Anuradhapura Branch
8,8,8,8,8,8,8,8,KAVINGA KITHULGODA,Rathmalana Branch
5,5,5,6,6,5,6,8,KALINDU BALASINGHE,Matara Branch
7,7,5,0,8,5,6,5,Chathuranga de silva,Siyambalape Service Complex
5,5,3,8,6,5,6,8,Lakmal Perera,Kuruwita Branch
5,5,5,5,5,5,8,8,ADEESHA PALIHAWADANA,Siyambalape Service Complex
10,10,2,8,5,3,3,2,CHALANA JAYATHILAKE,Anuradhapura Branch
5,5,5,5,5,5,5,5,Samith Wickramasinghe,Siyambalape Service Complex
8,7,4,4,4,4,4,,KAVINGA KITHULGODA,Rathmalana Branch
5,6,1,8,3,2,5,6,SUTHARSAN SUTHARSAN,Jaffna Branch
5,5,7,0,6,0,6,10,CHAMILA GUNATILAKE,Siyambalape Service Complex
7,5,3,5,4,5,5,1,Thuraisingam Prakash,Batticoloa Branch
5,5,5,2,5,2,8,0,CHIRAN MEDAGEDARA,Mahiyangana Branch
4,4,4,4,4,4,4,,UMESH SABARAGAMUWA,Rathmalana Branch
3,3,3,3,3,3,3,0,JANAKA HERATH,Kurunegala Regional Centere
4,3,4,0,4,4,0,,CHALANA JAYATHILAKE,Anuradhapura Branch
2,2,3,2,1,4,0,0,SUTHARSAN SUTHARSAN,Jaffna Branch
5,5,5,0,0,3,0,0,Samith Wickramasinghe,Siyambalape Service Complex
0,0,0,0,0,0,0,0,Lahiru Sandeep,Matara Branch
0,0,0,0,0,0,0,0,KAVINGA KITHULGODA,Rathmalana Branch
0,0,0,0,0,0,0,0,Samith Wickramasinghe,Siyambalape Service Complex
2,2,0,0,1,1,2,0,KAPILA KARUNARATHNA,Anuradhapura Branch
4,4,0,1,0,0,0,0,Chathuranga de silva,Siyambalape Service Complex
2,2,3,5,2,3,3,0,KAVINGA KITHULGODA,Rathmalana Branch
5,5,2,1,3,3,4,6,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
1,1,2,3,4,5,6,8,KAVINGA KITHULGODA,Rathmalana Branch
5,5,3,3,5,6,0,0,SUTHARSAN SUTHARSAN,Jaffna Branch
0,0,8,10,10,0,0,10,CHALANA JAYATHILAKE,Anuradhapura Branch
5,6,8,8,2,5,0,2,JENISTAN NEJUID,Vavuniya Branch
10,10,10,10,0,0,0,7,JENISTAN NEJUID,Vavuniya Branch
6,6,5,5,5,4,5,3,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
4,4,4,8,8,8,6,4,Samith Wickramasinghe,Siyambalape Service Complex
6,6,5,7,8,2,5,8,UMESH SABARAGAMUWA,Rathmalana Branch
10,5,7,10,10,0,0,5,Thuraisingam Prakash,Batticoloa Branch
6,6,6,6,6,6,6,6,CHIRAN MEDAGEDARA,Mahiyangana Branch
7,7,7,5,3,7,5,7,CHALANA JAYATHILAKE,Anuradhapura Branch
10,10,6,5,5,7,0,0,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
10,10,5,8,0,8,10,0,CHALANA JAYATHILAKE,Anuradhapura Branch
5,5,10,10,1,6,5,10,CHIRAN MEDAGEDARA,Mahiyangana Branch
9,9,9,3,5,2,7,9,KALANA SILVA,Tissamaharama Branch
7,7,8,5,5,7,7,5,KALPAJITH WIJETHUNGA,Mathugama Branch
7,7,7,9,6,0,10,8,KALINDU BALASINGHE,Matara Branch
5,5,5,10,10,5,7,7,Samith Wickramasinghe,Siyambalape Service Complex
10,10,5,2,5,6,10,6,KALINDU BALASINGHE,Matara Branch
7,7,8,6,7,7,8,6,KAVINGA KITHULGODA,Rathmalana Branch
7,7,7,8,7,7,7,7,KAVINGA KITHULGODA,Rathmalana Branch
8,8,7,9,8,7,0,7,Samith Wickramasinghe,Siyambalape Service Complex
8,8,8,0,8,8,9,8,KAVINGA KITHULGODA,Rathmalana Branch
6,6,8,8,8,8,6,8,KALANA SILVA,Tissamaharama Branch
7,7,9,6,8,7,7,9,KALINDU BALASINGHE,Matara Branch
8,8,9,8,8,9,0,9,Lakmal Perera,Kuruwita Branch
8,8,8,7,8,3,10,8,CHALANA JAYATHILAKE,Anuradhapura Branch
10,7,7,7,7,7,7,7,Samith Wickramasinghe,Siyambalape Service Complex
7,7,7,7,9,9,7,7,UMESH SABARAGAMUWA,Rathmalana Branch
8,8,8,4,7,8,9,5,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
8,8,8,5,8,8,8,8,KALINDU BALASINGHE,Matara Branch
8,8,9,8,7,7,8,8,BUDDHIKA RAJAPAKSE,Siyambalape Service Complex
8,8,8,7,7,8,8,7,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
8,8,8,7,8,8,8,8,KALINDU BALASINGHE,Matara Branch
10,10,10,6,3,8,8,7,LAXMAN WIJAYASIRI,Kurunegala Regional Centere
8,8,10,7,7,8,7,10,KALINDU BALASINGHE,Matara Branch
8,8,8,8,8,8,8,8,Deepal Kariyawasam,Siyambalape Service Complex
8,8,8,8,8,8,8,8,Deepal Kariyawasam,Siyambalape Service Complex
8,8,8,8,8,8,8,8,CHIRAN MEDAGEDARA,Mahiyangana Branch
